出現形,[細分類],[大分類],[ICDコード],[標準病名],[MedDRA],[抗がん剤有害事象],<間質性肺炎>,<末梢神経障害>,<手足症候群>,<嘔気>,<嘔吐>,<口内炎>,<空咳>
浮腫性変化,-1,-1,R609,浮腫,浮腫,浮腫,0,0,0,0,0,0,0
浮腫性,-1,-1,R609,浮腫,浮腫,浮腫,0,0,0,0,0,0,0
浮腫状肥厚,-1,-1,R609,浮腫,浮腫,浮腫,0,0,0,0,0,0,0
気道浮腫,-1,-1,R609,浮腫,浮腫,浮腫,0,0,0,0,0,0,0
硬性浮腫,-1,-1,R609,浮腫,浮腫,浮腫,0,0,0,0,0,0,0
浮腫軽度,-1,-1,R609,浮腫,浮腫,浮腫,0,0,0,0,0,0,0
浮腫み,-1,-1,R609,浮腫,浮腫,浮腫,0,0,0,0,0,0,0
浮腫傾向,-1,-1,R609,浮腫,浮腫,浮腫,0,0,0,0,0,0,0
浮腫ん,-1,-1,R609,浮腫,浮腫,浮腫,0,0,0,0,0,0,0
浮腫＋,-1,-1,R609,浮腫,浮腫,浮腫,0,0,0,0,0,0,0
浮腫状況,-1,-1,R609,浮腫,浮腫,浮腫,0,0,0,0,0,0,0
浮腫増悪,-1,-1,R609,浮腫,浮腫,浮腫,0,0,0,0,0,0,0
浮腫時,-1,-1,R609,浮腫,浮腫,浮腫,0,0,0,0,0,0,0
浮腫む,-1,-1,R609,浮腫,浮腫,浮腫,0,0,0,0,0,0,0
浮腫軽減,-1,-1,R609,浮腫,浮腫,浮腫,0,0,0,0,0,0,0
浮腫み気,-1,-1,R609,浮腫,浮腫,浮腫,0,0,0,0,0,0,0
浮腫症状,-1,-1,R609,浮腫,浮腫,浮腫,0,0,0,0,0,0,0
ジーラスタ後浮腫,-1,-1,R609,浮腫,浮腫,浮腫,0,0,0,0,0,0,0
浮腫性硬化,-1,-1,R609,浮腫,浮腫性硬化症,浮腫性硬化症,0,0,0,0,0,0,0
浮動性めまい,-1,-1,R42,めまい,浮動性めまい,浮動性めまい,0,0,0,0,0,0,0
浮動性眩暈,-1,-1,R42,めまい,浮動性めまい,浮動性めまい,0,0,0,0,0,0,0
浮遊性めまい,-1,-1,R42,めまい,浮動性めまい,浮動性めまい,0,0,0,0,0,0,0
ふらつき,-1,-1,[AMB],[AMB],[AMB],浮遊性めまい,0,0,0,0,0,0,0
めまい,-1,-1,R42,めまい,[AMB],浮遊性めまい,0,0,0,0,0,0,0
眩暈,-1,-1,R42,めまい,[AMB],浮遊性めまい,0,0,0,0,0,0,0
めまい感,-1,-1,R42,めまい感,[AMB],浮遊性めまい,0,0,0,0,0,0,0
副作用,-1,-1,[AMB],[AMB],副作用,副作用,0,0,0,0,0,0,0
副腎機能障害,-1,-1,N289,腎機能低下;腎障害,副腎障害,副腎機能障害,0,0,0,0,0,0,0
左副腎転移性腫瘤,-1,-1,R229,腫瘤,副腎腫瘤,副腎腫瘤,0,0,0,0,0,0,0
副鼻腔炎,-1,-1,J329,副鼻腔炎,副鼻腔炎,副鼻腔炎,0,0,0,0,0,0,0
肝性腹水,-1,-1,R18,肝性腹水,[AMB],腹水,0,0,0,0,0,0,0
腹水,-1,-1,R18,腹水症,腹水,腹水,0,0,0,0,0,0,0
腹水貯留,-1,-1,R18,腹水症,腹水,腹水,0,0,0,0,0,0,0
大量腹水,-1,-1,R18,腹水症,腹水,腹水,0,0,0,0,0,0,0
少量腹水,-1,-1,R18,腹水症,腹水,腹水,0,0,0,0,0,0,0
微量腹水,-1,-1,R18,腹水症,腹水,腹水,0,0,0,0,0,0,0
腹水貯溜,-1,-1,R18,腹水症,腹水,腹水,0,0,0,0,0,0,0
多量腹水,-1,-1,R18,腹水症,腹水,腹水,0,0,0,0,0,0,0
大量腹水貯留,-1,-1,R18,腹水症,腹水,腹水,0,0,0,0,0,0,0
少量腹水貯留,-1,-1,R18,腹水症,腹水,腹水,0,0,0,0,0,0,0
難治性腹水,-1,-1,R18,難治性腹水,腹水,腹水,0,0,0,0,0,0,0
腹水症,-1,-1,R18,腹水症,腹水,腹水,0,0,0,0,0,0,0
軽度腹痛,-1,-1,R104,腹痛症,頭痛,腹痛,0,0,0,0,0,0,0
腹痛,-1,-1,R104,腹痛症;腹壁痛;仙痛,腹痛,腹痛,0,0,0,0,0,0,0
疝痛,-1,-1,R104,仙痛,腹痛,腹痛,0,0,0,0,0,0,0
腹痛発作,-1,-1,R104,腹痛症,腹痛,腹痛,0,0,0,0,0,0,0
腹部痛,-1,-1,R104,腹痛症,腹痛,腹痛,0,0,0,0,0,0,0
左腹部痛,-1,-1,R104,側腹部痛,腹痛,腹痛,0,0,0,0,0,0,0
間欠的腹痛,-1,-1,R104,腹痛症,腹痛,腹痛,0,0,0,0,0,0,0
腹痛症状,-1,-1,R104,腹痛症,腹痛,腹痛,0,0,0,0,0,0,0
腹部鈍痛,-1,-1,R529,鈍痛,腹痛,腹痛,0,0,0,0,0,0,0
再度腹痛,-1,-1,R104,腹痛症;腹壁痛;仙痛,腹痛,腹痛,0,0,0,0,0,0,0
腹部疼痛,-1,-1,R104,腹痛症,腹痛,腹痛,0,0,0,0,0,0,0
腹痛症,-1,-1,R104,腹痛症,腹痛,腹痛,0,0,0,0,0,0,0
お腹痛,-1,-1,R104,腹痛症,腹痛,腹痛,0,0,0,0,0,0,0
蠕動痛,-1,-1,R103,下腹痛,疼痛,腹痛,0,0,0,0,0,0,0
腹部血管雑音,-1,-1,R098,動脈性雑音,腹部ブルイ,腹部ブルイ,0,0,0,0,0,0,0
心窩部圧痛,-1,-1,R529,圧痛,腹部圧痛,腹部圧痛,0,0,0,0,0,0,0
下腹部圧痛,-1,-1,R104,腹部圧痛,腹部圧痛,腹部圧痛,0,0,0,0,0,0,0
右下腹部圧痛,-1,-1,R104,腹部圧痛,腹部圧痛,腹部圧痛,0,0,0,0,0,0,0
腹部圧痛,-1,-1,R104,腹部圧痛,腹部圧痛,腹部圧痛,0,0,0,0,0,0,0
左下腹部腫瘤,-1,-1,R190,下腹部腫瘤,腹部腫瘤,腹部腫瘤,0,0,0,0,0,0,0
腹膜腫瘤,-1,-1,R190,後腹膜腫瘤,腹部腫瘤,腹部腫瘤,0,0,0,0,0,0,0
下腹部腫瘤感,-1,-1,R190,下腹部腫瘤,腹部腫瘤,腹部腫瘤,0,0,0,0,0,0,0
腹部腫瘤,-1,-1,R190,腹部腫瘤,腹部腫瘤,腹部腫瘤,0,0,0,0,0,0,0
下腹部腫瘤,-1,-1,R190,下腹部腫瘤,腹部腫瘤,腹部腫瘤,0,0,0,0,0,0,0
胃もたれ,-1,-1,[AMB],[AMB],[AMB],腹部不快感,0,0,0,0,0,0,0
胃部不快感,-1,-1,R198,腹部不快感,腹部不快感,腹部不快感,0,0,0,0,0,0,0
腹部不快感,-1,-1,R198,腹部不快感,腹部不快感,腹部不快感,0,0,0,0,0,0,0
上腹部不快感,-1,-1,R198,腹部不快感,腹部不快感,腹部不快感,0,0,0,0,0,0,0
下腹部不快感,-1,-1,R198,腹部不快感,腹部不快感,腹部不快感,0,0,0,0,0,0,0
腹部違和感,-1,-1,R198,腹部不快感,腹部不快感,腹部不快感,0,0,0,0,0,0,0
下腹部違和感,-1,-1,R198,腹部不快感,腹部不快感,腹部不快感,0,0,0,0,0,0,0
上腹部違和感,-1,-1,R198,腹部不快感,腹部不快感,腹部不快感,0,0,0,0,0,0,0
心窩部違和感,-1,-1,R098,胸部不快感,腹部不快感,腹部不快感,0,0,0,0,0,0,0
腹部圧迫感,-1,-1,R198,腹部不快感,腹部不快感,腹部不快感,0,0,0,0,0,0,0
胃不快感,-1,-1,R198,腹部不快感,腹部不快感,腹部不快感,0,0,0,0,0,0,0
腹部胃部不快感,-1,-1,R198,腹部不快感,腹部不快感,腹部不快感,0,0,0,0,0,0,0
胃重感,-1,-1,R198,腹部不快感,腹部不快感,腹部不快感,0,0,0,0,0,0,0
胃部不快感継続,-1,-1,R198,腹部不快感,腹部不快感,腹部不快感,0,0,0,0,0,0,0
胃部不快感軽度,-1,-1,R198,腹部不快感,腹部不快感,腹部不快感,0,0,0,0,0,0,0
胃部不快感継,-1,-1,R198,腹部不快感,腹部不快感,腹部不快感,0,0,0,0,0,0,0
胃腹部不快感,-1,-1,R198,腹部不快感,腹部不快感,腹部不快感,0,0,0,0,0,0,0
胃腹部不快感継続,-1,-1,R198,腹部不快感,腹部不快感,腹部不快感,0,0,0,0,0,0,0
下腹部膨満感,-1,-1,R14,腹部膨満,腹部膨満,腹部膨満,0,0,0,0,0,0,0
腹部膨満感,-1,-1,R14,腹部膨満,腹部膨満,腹部膨満,0,0,0,0,0,0,0
上腹部膨満感,-1,-1,R14,腹部膨満,腹部膨満,腹部膨満,0,0,0,0,0,0,0
腹満感,-1,-1,R14,腹部膨満,腹部膨満,腹部膨満,0,0,0,0,0,0,0
膨満,-1,-1,R14,腹部膨満,腹部膨満,腹部膨満,0,0,0,0,0,0,0
腹部膨隆,-1,-1,R14,腹部膨満,腹部膨満,腹部膨満,0,0,0,0,0,0,0
下腹部膨満,-1,-1,R14,腹部膨満,腹部膨満,腹部膨満,0,0,0,0,0,0,0
腹部緊満,-1,-1,R14,腹部膨満,腹部膨満,腹部膨満,0,0,0,0,0,0,0
腹満,-1,-1,R14,腹部膨満,腹部膨満,腹部膨満,0,0,0,0,0,0,0
腹部］膨満,-1,-1,R14,腹部膨満,腹部膨満,腹部膨満,0,0,0,0,0,0,0
下腹部膨隆,-1,-1,R14,腹部膨満,腹部膨満,腹部膨満,0,0,0,0,0,0,0
腹部膨満,-1,-1,R14,腹部膨満,腹部膨満,腹部膨満,0,0,0,0,0,0,0
膨満感,-1,-1,R14,腹部膨満,腹部膨満,腹部膨満,0,0,0,0,0,0,0
胃部膨満感,-1,-1,R14,腹部膨満,腹部膨満,腹部膨満,0,0,0,0,0,0,0
腹壁腫瘤,-1,-1,R222,腹壁腫瘤,腹壁腫瘤,腹壁腫瘤,0,0,0,0,0,0,0
筋性防御,-1,-1,R193,筋性防御,[AMB],腹壁反跳痛,0,0,0,0,0,0,0
腹膜播種,-1,-1,C786,腹膜播種,[AMB],腹膜転移,0,0,0,0,0,0,0
更年期症状,-1,-1,N951,更年期症候群,閉経期症状,閉経期症状,0,0,0,0,0,0,0
更年期障害,-1,-1,N951,更年期症候群;更年期性浮腫;更年期神経症;更年期無月経,閉経期症状,閉経期症状,0,0,0,0,0,0,0
軽度閉塞性換気障害,-1,-1,R942,閉塞性換気障害,閉塞性気道障害,閉塞性気道障害,0,0,0,0,0,0,0
中等度閉塞性換気障害,-1,-1,R942,閉塞性換気障害,閉塞性気道障害,閉塞性気道障害,0,0,0,0,0,0,0
閉塞性換気障害,-1,-1,R942,閉塞性換気障害,閉塞性気道障害,閉塞性気道障害,0,0,0,0,0,0,0
閉所恐怖症,-1,-1,F402,閉所恐怖症,閉所恐怖症,閉所恐怖症,0,0,0,0,0,0,0
変形赤血球症,-1,-1,R71,変形赤血球症,変形赤血球症,変形赤血球症,0,0,0,0,0,0,0
変形赤血球,-1,-1,R71,変形赤血球症,変形赤血球陽性,変形赤血球陽性,0,0,0,0,0,0,0
黒色便,-1,-1,R195,黒色便,変色便,変色便,0,0,0,0,0,0,0
偏頭痛,-1,-1,G439,片頭痛,片頭痛,片頭痛,0,0,0,0,0,0,0
片頭痛,-1,-1,G439,片頭痛,片頭痛,片頭痛,0,0,0,0,0,0,0
便失禁,-1,-1,R15,便失禁,便失禁,便失禁,0,0,0,0,0,0,0
便潜血,-1,-1,R195,便潜血,便潜血,便潜血,0,0,0,0,0,0,0
硬便,便秘,消化器毒性,R195,便異常,硬便,便秘,0,0,0,0,0,0,0
硬便傾向,便秘,消化器毒性,R195,便異常,硬便,便秘,0,0,0,0,0,0,0
便秘,便秘,消化器毒性,K590,便秘症,便秘,便秘,0,0,0,0,0,0,0
便秘気味,便秘,消化器毒性,K590,便秘症,便秘,便秘,0,0,0,0,0,0,0
便秘症,便秘,消化器毒性,K590,便秘症,便秘,便秘,0,0,0,0,0,0,0
便秘傾向,便秘,消化器毒性,K590,便秘症,便秘,便秘,0,0,0,0,0,0,0
ケモ後便秘,便秘,消化器毒性,K590,便秘症,便秘,便秘,0,0,0,0,0,0,0
便秘Ｇ１,便秘,消化器毒性,K590,便秘症,便秘,便秘,0,0,0,0,0,0,0
便秘Ｇ２,便秘,消化器毒性,K590,便秘症,便秘,便秘,0,0,0,0,0,0,0
便秘症状,便秘,消化器毒性,K590,便秘症,便秘,便秘,0,0,0,0,0,0,0
便秘悪化,便秘,消化器毒性,K590,便秘症,便秘,便秘,0,0,0,0,0,0,0
週間便秘,便秘,消化器毒性,K590,便秘症,便秘,便秘,0,0,0,0,0,0,0
便秘ｄａｙ１－７,便秘,消化器毒性,K590,便秘症,便秘,便秘,0,0,0,0,0,0,0
便秘状態確認,便秘,消化器毒性,K590,便秘症,便秘,便秘,0,0,0,0,0,0,0
便秘持続,便秘,消化器毒性,K590,便秘症,便秘,便秘,0,0,0,0,0,0,0
歩行時ふらつき,-1,-1,R260,よろめき歩行,[AMB],歩行障害,0,0,0,0,0,0,0
小刻み歩行,-1,-1,R262,小刻み歩行,パーキンソン歩行,歩行障害,0,0,0,0,0,0,0
歩行困難,-1,-1,R262,歩行困難,歩行障害,歩行障害,0,0,0,0,0,0,0
歩行困難感,-1,-1,R262,歩行困難,歩行障害,歩行障害,0,0,0,0,0,0,0
歩行障害,-1,-1,R262,歩行障害,歩行障害,歩行障害,0,0,0,0,0,0,0
歩行異常,-1,-1,R268,歩行異常,歩行障害,歩行障害,0,0,0,0,0,0,0
痙性歩行,-1,-1,R261,痙性歩行,痙性歩行,歩行障害,0,0,0,0,0,0,0
歩行不能,-1,-1,R262,歩行困難,歩行不能,歩行不能,0,0,0,0,0,0,0
乏尿,-1,-1,R34,乏尿,乏尿,乏尿,0,0,0,0,0,0,0
気管前リンパ節腫大,-1,-1,R599,リンパ節腫大,傍気管リンパ節腫脹,傍気管リンパ節腫脹,0,0,0,0,0,0,0
末梢循環不全,-1,-1,R579,末梢循環不全,末梢循環不全,末梢循環不全,0,0,0,0,0,0,0
下肢浮腫,下肢浮腫,心毒性,R600,下肢浮腫,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
左下肢浮腫,-1,-1,R600,下肢浮腫,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
左上下肢浮腫,-1,-1,R600,四肢浮腫,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
両下肢浮腫,下肢浮腫,心毒性,R600,下肢浮腫,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
両側下肢浮腫,下肢浮腫,心毒性,R600,下肢浮腫,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
左手浮腫,-1,-1,R609,浮腫,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
両上下肢浮腫,-1,-1,R600,四肢浮腫,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
両側下腿浮腫,下肢浮腫,心毒性,R600,下腿浮腫,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
左下腿浮腫,-1,-1,R600,下腿浮腫,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
右下肢浮腫,-1,-1,R609,浮腫,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
左下腿腫脹,-1,-1,R224,下腿腫脹,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
足背浮腫,下肢浮腫,心毒性,R600,足部浮腫,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
両下腿浮腫,下肢浮腫,心毒性,R600,下腿浮腫,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
右下腿浮腫,-1,-1,R600,下腿浮腫,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
左下肢腫脹,-1,-1,R224,下肢腫脹,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
右下肢腫脹,-1,-1,R224,下肢腫脹,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
左上肢浮腫,-1,-1,R600,上肢浮腫,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
右下腿腫脹,-1,-1,R224,下腿腫脹,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
両下腿軽度浮腫,下肢浮腫,心毒性,R609,浮腫,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
下腿浮腫,下肢浮腫,心毒性,R600,下腿浮腫,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
四肢浮腫,-1,-1,R600,四肢浮腫,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
下肢腫脹,-1,-1,R224,下肢腫脹,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
下腿腫脹,-1,-1,R224,下腿腫脹,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
下肢浮腫み,下肢浮腫,心毒性,R600,下腿浮腫,末梢性浮腫,末梢性浮腫,0,0,0,0,0,0,0
冷え症,-1,-1,R688,冷え症,[AMB],末梢冷感,0,0,0,0,0,0,0
四肢冷感,-1,-1,R208,下肢冷感,末梢冷感,末梢冷感,0,0,0,0,0,0,0
四肢末梢冷感,-1,-1,R208,下肢冷感,末梢冷感,末梢冷感,0,0,0,0,0,0,0
下肢冷感,-1,-1,R208,下肢冷感,末梢冷感,末梢冷感,0,0,0,0,0,0,0
味覚障害,-1,-1,R432,味覚障害,味覚異常,味覚異常,0,0,0,0,0,0,0
軽度味覚障害,-1,-1,R432,味覚障害,味覚異常,味覚異常,0,0,0,0,0,0,0
Ｇ１味覚変化,-1,-1,R432,味覚障害,味覚異常,味覚異常,0,0,0,0,0,0,0
味覚変化,-1,-1,R432,味覚障害,味覚異常,味覚異常,0,0,0,0,0,0,0
味覚障害持続,-1,-1,R432,味覚障害,味覚異常,味覚異常,0,0,0,0,0,0,0
味覚障害Ｇ１,-1,-1,R432,味覚障害,味覚異常,味覚異常,0,0,0,0,0,0,0
味覚障害感,-1,-1,R432,味覚障害,味覚異常,味覚異常,0,0,0,0,0,0,0
Ｇ２苦味,-1,-1,R432,味覚障害,味覚異常,味覚異常,0,0,0,0,0,0,0
味覚障害残存,-1,-1,R432,味覚障害,味覚異常,味覚異常,0,0,0,0,0,0,0
味覚障害悪化,-1,-1,R432,味覚障害,味覚異常,味覚異常,0,0,0,0,0,0,0
Ｇ１味覚障害,-1,-1,R432,味覚障害,味覚異常,味覚異常,0,0,0,0,0,0,0
Ｇ１嗜好変化,-1,-1,R432,味覚障害,味覚異常,味覚異常,0,0,0,0,0,0,0
味覚障害悪化傾向,-1,-1,R432,味覚障害,味覚異常,味覚異常,0,0,0,0,0,0,0
味覚症状,-1,-1,R432,味覚障害,味覚異常,味覚異常,0,0,0,0,0,0,0
味覚障害Ｇ２,-1,-1,R432,味覚障害,味覚異常,味覚異常,0,0,0,0,0,0,0
味覚異常持続,-1,-1,R432,味覚障害,味覚異常,味覚異常,0,0,0,0,0,0,0
味苦味,-1,-1,R432,味覚障害,味覚異常,味覚異常,0,0,0,0,0,0,0
味覚悪化傾向,-1,-1,R432,味覚障害,味覚異常,味覚異常,0,0,0,0,0,0,0
味覚異常ｄａｙ１０,-1,-1,R432,味覚障害,味覚異常,味覚異常,0,0,0,0,0,0,0
味覚障害ＡＣ,-1,-1,R432,味覚障害,味覚異常,味覚異常,0,0,0,0,0,0,0
増加味覚異常,-1,-1,R432,味覚障害,味覚異常,味覚異常,0,0,0,0,0,0,0
味覚鈍麻,-1,-1,R432,味覚消失;味覚異常;味覚障害,[AMB],味覚減退,0,0,0,0,0,0,0
味覚異常,-1,-1,R432,味覚異常,味覚異常,味覚障害,0,0,0,0,0,0,0
無気力,-1,-1,R53,無力症,無感情,無感情,0,0,0,0,0,0,0
閉塞性無気肺増悪,-1,-1,J981,閉塞性無気肺,[AMB],無気肺,0,0,0,0,0,0,0
無呼吸,-1,-1,R068,無呼吸発作,無呼吸,無呼吸,0,0,0,0,0,0,0
閉塞型無呼吸,-1,-1,R068,異常呼吸,無呼吸,無呼吸,0,0,0,0,0,0,0
閉塞性無呼吸,-1,-1,R068,異常呼吸,無呼吸,無呼吸,0,0,0,0,0,0,0
無呼吸発作,-1,-1,R068,無呼吸発作,無呼吸発作,無呼吸発作,0,0,0,0,0,0,0
寡動,-1,-1,R464,行動緩慢,無動,無動,0,0,0,0,0,0,0
無尿,-1,-1,R34,無尿,無尿,無尿,0,0,0,0,0,0,0
無力感,-1,-1,R53,無力症,無力症,無力症,0,0,0,0,0,0,0
夜間呼吸苦,呼吸困難,心毒性,R060,夜間呼吸困難,夜間呼吸困難,夜間呼吸困難,0,0,0,0,0,0,0
夜間呼吸閉塞感胸,呼吸困難,心毒性,R060,夜間呼吸困難,夜間呼吸困難,夜間呼吸困難,0,0,0,0,0,0,0
夜間呼吸困難,呼吸困難,心毒性,R060,夜間呼吸困難,夜間呼吸困難,夜間呼吸困難,0,0,0,0,0,0,0
夜間頻尿,-1,-1,R35,夜間頻尿症,夜間頻尿,夜間頻尿,0,0,0,0,0,0,0
夜間多尿,-1,-1,R35,夜間多尿,夜間頻尿,夜間頻尿,0,0,0,0,0,0,0
薬疹,-1,-1,L270,薬疹,薬疹,薬疹,0,0,0,0,0,0,0
薬剤アレルギー,-1,-1,T887,薬物過敏症,薬物過敏症,薬物過敏症,0,0,0,0,0,0,0
薬剤性アレルギー,-1,-1,T887,薬物過敏症,薬物過敏症,薬物過敏症,0,0,0,0,0,0,0
薬剤性肝炎,-1,-1,K716,薬物性肝炎,肝炎,薬物性肝炎,0,0,0,0,0,0,0
うつ,-1,-1,F329,うつ状態;うつ病,うつ病,抑うつ症状,0,0,0,0,0,0,0
うつ症状,-1,-1,F329,うつ状態,抑うつ症状,抑うつ症状,0,0,0,0,0,0,0
不隠状態,-1,-1,R451,不穏状態,[AMB],落ち着きのなさ,0,0,0,0,0,0,0
夜間不穏,-1,-1,R451,不穏状態,落ち着きのなさ,落ち着きのなさ,0,0,0,0,0,0,0
不穏症状,-1,-1,R451,不穏状態,落ち着きのなさ,落ち着きのなさ,0,0,0,0,0,0,0
不穏状態,-1,-1,R451,不穏状態,落ち着きのなさ,落ち着きのなさ,0,0,0,0,0,0,0
卵巣腫大,-1,-1,R599,リンパ節腫大,卵巣腫大,卵巣腫大,0,0,0,0,0,0,0
両側卵巣腫大,-1,-1,R599,リンパ節腫大,卵巣腫大,卵巣腫大,0,0,0,0,0,0,0
右卵巣腫大,-1,-1,R599,リンパ節腫大,卵巣腫大,卵巣腫大,0,0,0,0,0,0,0
卵巣嚢腫,-1,-1,D27,卵巣線維腫;卵巣奇形腫;卵巣のう腫,卵巣新生物,卵巣新生物,0,0,0,0,0,0,0
涙目軽度,-1,-1,H042,流涙,[AMB],流涙増加,0,0,0,0,0,0,0
流涙,-1,-1,H042,流涙,流涙増加,流涙増加,0,0,0,0,0,0,0
涙,-1,-1,H042,流涙,流涙増加,流涙増加,0,0,0,0,0,0,0
涙目,-1,-1,H042,流涙,流涙増加,流涙増加,0,0,0,0,0,0,0
目がうるん,-1,-1,H042,流涙,流涙増加,流涙増加,0,0,0,0,0,0,0
緑内障,-1,-1,H409,緑内障,緑内障,緑内障,0,0,0,0,0,0,0
正常圧緑内障,-1,-1,H409,緑内障,緑内障,緑内障,0,0,0,0,0,0,0
冷え,-1,-1,R208,下肢冷感,冷感,冷感,0,0,0,0,0,0,0
冷感,-1,-1,R208,下肢冷感,冷感,冷感,0,0,0,0,0,0,0
冷汗,-1,-1,[AMB],[AMB],冷汗,冷汗,0,0,0,0,0,0,0
労作時呼吸苦,呼吸困難,心毒性;肺毒性,R060,労作時呼吸困難,労作性呼吸困難,労作性呼吸困難,0,0,0,0,0,0,0
労作性呼吸困難,呼吸困難,心毒性;肺毒性,R060,発作性呼吸困難;労作時呼吸困難,労作性呼吸困難,労作性呼吸困難,0,0,0,0,0,0,0
労作時息切れ,呼吸困難,心毒性;肺毒性,R060,息切れ,労作性呼吸困難,労作性呼吸困難,0,0,0,0,0,0,0
労作時呼吸困難感,呼吸困難,心毒性;肺毒性,R060,労作時呼吸困難,労作性呼吸困難,労作性呼吸困難,0,0,0,0,0,0,0
労作時息切,呼吸困難,心毒性;肺毒性,R060,労作時呼吸困難,労作性呼吸困難,労作性呼吸困難,0,0,0,0,0,0,0
歩行時息切れ,呼吸困難,心毒性;肺毒性,R060,息切れ,労作性呼吸困難,労作性呼吸困難,0,0,0,0,0,0,0
労作時息ぎれ,呼吸困難,心毒性;肺毒性,R060,労作時呼吸困難,労作性呼吸困難,労作性呼吸困難,0,0,0,0,0,0,0
労作時呼吸困難,呼吸困難,心毒性;肺毒性,R060,労作時呼吸困難,労作性呼吸困難,労作性呼吸困難,0,0,0,0,0,0,0
肋骨骨折,-1,-1,S2230,肋骨骨折,肋骨骨折,肋骨骨折,0,0,0,0,0,0,0
肋膜炎,-1,-1,R091,胸膜炎,筋膜炎,肋膜炎,0,0,0,0,0,0,0
咀嚼不可,-1,-1,K088,咀嚼障害,咀嚼障害,咀嚼障害,0,0,0,0,0,0,0
血痰,-1,-1,R042,血痰,喀血,喀血,0,0,0,0,0,0,0
喀血,-1,-1,R042,喀血,喀血,喀血,0,0,0,0,0,0,0
喘息,-1,-1,J459,咳喘息,喘息,喘息,0,0,0,0,0,0,0
アスピリン喘息,-1,-1,J451,アスピリン喘息,喘息,喘息,0,0,0,0,0,0,0
咳喘息,-1,-1,J459,咳喘息,喘息,喘息,0,0,0,0,0,0,0
ぜん息,-1,-1,J459,咳喘息,喘息,喘息,0,0,0,0,0,0,0
秋喘息,-1,-1,J459,咳喘息,喘息,喘息,0,0,0,0,0,0,0
喘息既往歴,-1,-1,J459,咳喘息,喘息,喘息,0,0,0,0,0,0,0
吸気性喘鳴,-1,-1,R061,喘鳴,喘鳴,喘鳴,0,0,0,0,0,0,0
吸気時喘鳴,-1,-1,R061,喘鳴,喘鳴,喘鳴,0,0,0,0,0,0,0
呼気性喘鳴,-1,-1,R061,喘鳴,喘鳴,喘鳴,0,0,0,0,0,0,0
喘鳴,-1,-1,R061,喘鳴,喘鳴,喘鳴,0,0,0,0,0,0,0
嗅覚障害,-1,-1,R431,嗅覚障害,[AMB],嗅覚減退,0,0,0,0,0,0,0
嗅覚過敏,-1,-1,R431,嗅覚過敏,嗅覚錯誤,嗅覚錯誤,0,0,0,0,0,0,0
嗅覚異常,-1,-1,R431,嗅覚異常,嗅覚錯誤,嗅覚錯誤,0,0,0,0,0,0,0
臭覚障害,-1,-1,R431,嗅覚異常,嗅覚錯誤,嗅覚錯誤,0,0,0,0,0,0,0
嚥下時違和感,-1,-1,R13,嚥下障害,[AMB],嚥下障害,0,0,0,0,0,0,0
嚥下困難,-1,-1,R13,嚥下困難,嚥下障害,嚥下障害,0,0,0,0,0,0,0
嚥下困難感,-1,-1,R13,嚥下困難,嚥下障害,嚥下障害,0,0,0,0,0,0,0
嚥下機能障害,-1,-1,R13,嚥下協調障害;嚥下障害,嚥下障害,嚥下障害,0,0,0,0,0,0,0
軽度嚥下障害,-1,-1,R13,嚥下障害,嚥下障害,嚥下障害,0,0,0,0,0,0,0
重度嚥下障害,-1,-1,R13,嚥下障害,嚥下障害,嚥下障害,0,0,0,0,0,0,0
中等度嚥下障害,-1,-1,R13,嚥下障害,嚥下障害,嚥下障害,0,0,0,0,0,0,0
咽頭期嚥下障害,-1,-1,R13,嚥下障害,嚥下障害,嚥下障害,0,0,0,0,0,0,0
軽度咽頭期嚥下障害,-1,-1,R13,嚥下障害,嚥下障害,嚥下障害,0,0,0,0,0,0,0
嚥下障害,-1,-1,R13,嚥下障害,嚥下障害,嚥下障害,0,0,0,0,0,0,0
